"año";"campaña_mes";"clasificación";"parámetro";"ld";"lc";"unidades";"ti001";"sf_delta";"si024";"ca_cu02";"ca_cu03";"ca_cu04";"ca047";"av055";"qu061";"bz078";"vl032";"en081";"bs093"
"2022";"Agosto";"Parámetros_generales";"Granulometría_Arena";"-";"-";"%";"9.475";"23.505";"96.06";"96";"-";"22.47";"98.005";"97.13";"95.99";"99.96";"80.055";"99.85";"99.86"
"2022";"Agosto";"Parámetros_generales";"Granulometría_Limo";"-";"-";"%";"71.35";"76.495";"3.935";"4";"-";"60.435";"1.99";"2.87";"4.005";"0.04";"19.935";"0.15";"0.135"
"2022";"Agosto";"Parámetros_generales";"Granulometría_Arcilla";"-";"-";"%";"18.665";"13.75";"0";"0.165";"-";"17.085";"0";"0";"0";"0";"0";"0";"0"
"2022";"Agosto";"Parámetros_generales";"Granulometría_Textura";"-";"-";"-";"Limo_arcilloso";"Limoso";"Arenoso";"Arenoso";"-";"Limo_arenoso";"Arenoso";"Arenoso";"Arenoso";"Arenoso";"Arenoso_limoso";"Arenoso";"Arenoso"
"2022";"Agosto";"Parámetros_generales";"Carbono_orgánico_total";"-";"-";"%";"4.635";"2.305";"0.37";"0.54";"-";"12.56";"0.75";"0.48";"0.595";"0.41";"0.685";"0.46";"0.515"
"2022";"Agosto";"Parámetros_generales";"Nitrógeno_total";"0.5";"2";"mg_kg";"106";"64";"<LC";"11";"-";"211";"<LC";"12.5";"7.5";"23.5";"8.5";"15";"<LC"
"2022";"Agosto";"Parámetros_generales";"Sulfuros";"3";"10";"mg_kg";"ND";"ND";"11.5";"48.5";"-";"271";"ND";"ND";"ND";"11";"ND";"ND";"ND"
"2022";"Agosto";"Parámetros_generales";"Sulfato";"100";"250";"mg_kg";"4048";"4650.5";"1617";"1710.5";"-";"4275";"2756";"1907.5";"1274";"1208";"1916";"1698";"1210.5"
"2022";"Agosto";"Parámetros_generales";"Cianuro";"2";"5";"mg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Parámetros_generales";"SAAM";"2";"5";"mg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Parámetros_generales";"Fósforo_total";"30";"100";"mg_kg";"852";"685.5";"312.5";"592";"-";"1068.5";"389.5";"522";"363";"271.5";"365.5";"261.5";"253.5"
"2022";"Agosto";"Parámetros_generales";"Amonio";"0.01";"0.04";"mg_kg";"11.04";"11.735";"1.2";"4.945";"-";"30.045";"1.89";"7.975";"3.955";"5.425";"2.835";"0.265";"<LC"
"2022";"Agosto";"Parámetros_generales";"Nitritos";"0.01";"0.04";"mg_kg";"10.650";"0.530";"0.095";"0.165";"-";"1.390";"0.165";"0.165";"0.095";"0.085";"0.135";"0.060";"0.115"
"2022";"Agosto";"Parámetros_generales";"Nitratos";"0.1";"0.4";"mg_kg";"4.665";"4.22";"0.71";"ND";"-";"5.475";"<LC";"ND";"2.91";"ND";"ND";"7.855";"ND"
"2022";"Agosto";"Parámetros_generales";"Fenoles_totales";"1";"3";"mg_kg";"ND";"ND";"ND";"<LC";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"2,4_D";"0.15";"0.5";"µg_kg";"<LC";"<LC";"<LC";"<LC";"-";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC"
"2022";"Agosto";"Plaguicidas";"2,4_DB";"0.5";"1.5";"µg_kg";"<LC";"<LC";"<LC";"<LC";"-";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC";"<LC"
"2022";"Agosto";"Plaguicidas";"Aletrina";"0.45";"1.5";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"AMPA";"0.07";"0.235";"µg_kg";"233.19";"16.26";"327.36";"788.13";"-";"1900.98";"416.10";"134.28";"152.56";"68.06";"496.65";"50.19";"25.72"
"2022";"Agosto";"Plaguicidas";"Atrazina";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Atrazina_2_hidroxi";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Atrazina_desetil";"0.07";"0.22";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Atrazina_desisopropil";"0.15";"0.45";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Acetamiprid";"0.0004";"0.001";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Acetoclor";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Alacloro";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Aldicarb";"1.3";"4.3";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Ametrina";"0.001";"0.003";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Azoxistrobina";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"1.365";"1.28";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Benazolina";"0.02";"0.07";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Benomilo";"0.02";"0.07";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Bispiribac";"0.02";"0.07";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Boscalid";"0.04";"0.14";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Butóxido_de_piperonilo";"0.005";"0.015";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Carbarilo";"0.025";"0.085";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Carbendazim";"0.02";"0.06";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Carbofurano";"0.05";"0.15";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Cipermetrina";"0.06";"0.2";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Clorantraniliprol";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Clorimuron_Etil";"0.4";"1.3";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Clorpirifos_(Etil_y_Metil)";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"<LC";"1.465";"2.645";"1.03";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Ciproconazol";"0.07";"0.22";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Deltametrina";"0.27";"0.88";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Diazinon";"0.01";"0.04";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"<LC";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Dicamba";"1.75";"6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Diclosulam";"0.05";"0.17";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Difenoconazol";"0.02";"0.06";"µg_kg";"0.525";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Diflubenzuron";"0.09";"0.25";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"1.3";"5.27";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Dimetoato";"0.005";"0.015";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Diuron";"0.2";"0.6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Epoxiconazol";"0.01";"0.04";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Fenitrotión";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Fipronil";"0.11";"0.36";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"<LC";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Fludioxonil";"0.1";"0.3";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Flumioxazin";"0.8";"2.6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Flurocloridona";"0.015";"0.045";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Glifosato";"0.03";"0.1";"µg_kg";"96.885";"26.19";"1064.6";"411.86";"-";"346.705";"1.011.215";"195.665";"182.11";"98.48";"609.38";"59.24";"8.685"
"2022";"Agosto";"Plaguicidas";"Glufosinato";"0.025";"0.07";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Haloxifop_metil";"0.015";"0.05";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Imazapic";"0.04";"0.13";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Imazapir";"0.1";"0.35";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Imazaquin";"0.1";"0.3";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Imidacloprid";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Imazetapir";"0.23";"0.77";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Kresoxim_metil";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Lactofen";"0.025";"0.08";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Lambda_cialotrina";"1.8";"4.7";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Linuron";"0.2";"0.6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Malatión";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Mancozeb";"0.23";"0.75";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"MCPA";"0.48";"1.6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metalaxil";"0.01";"0.04";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metconazol";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metolacloro";"0.005";"0.015";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"2.54";"2.3";"1.25";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metomilo";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metribuzina";"0.25";"0.82";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Metsulfuron_metil";"0.15";"0.5";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Paratión_etil";"2.7";"9";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Pendimetalina";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Permetrina";"0.1";"0.35";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Picoxistrobina";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Piraclostrobina";"0.005";"0.02";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Prometrina";"0.25";"0.75";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Spinosad_A";"0.08";"0.25";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Spinosad_D";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Saflufenacilo";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Sulfentrazona";"0.4";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Sulfluramida";"0.03";"0.1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"TCP_(Metab_Clorpirifos)";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"<LC";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Tebuconazol";"0.04";"0.12";"µg_kg";"ND";"ND";"ND";"ND";"-";"5.75";"0.85";"4.35";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Tetrametrina";"0.05";"0.15";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Thiodicarb";"0.25";"0.75";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Tiacloprid";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Tiametoxam";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Trifloxistrobina";"0.005";"0.02";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Trifluralina";"3";"9";"µg_kg";"INT";"INT";"INT";"INT";"-";"INT";"INT";"INT";"INT";"INT";"INT";"INT";"INT"
"2022";"Agosto";"Plaguicidas";"Triticonazol";"0.015";"0.045";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Plaguicidas";"Tropamezona";"0.3";"1";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Monensina";"0.01";"0.04";"µg_kg";"ND";"ND";"ND";"ND";"-";"<LC";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Salinomicina";"0.01";"0.03";"µg_kg";"<LC";"ND";"ND";"ND";"-";"ND";"ND";"<LC";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Lasalocid";"0.002";"0.006";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Maduramicina";"0.003";"0.01";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Semduramicina";"0.006";"0.02";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Ionóforos_de_uso_veterinario";"Tilosina";"0.01";"0.04";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Ciclinas";"Tetraciclina";"0.01";"0.05";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Ciclinas";"Oxitetraciclina";"0.02";"0.06";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Ciclinas";"Doxiciclina";"0.01";"0.03";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Ciclinas";"Clortetraciclina";"0.05";"0.2";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Metil_parabeno";"0.2";"0.6";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Etil_parabeno";"0.2";"0.7";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Propil_parabeno";"0.9";"3";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Butil_parabeno";"1";"4";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Triclosan";"1";"4";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Anilina";"1";"4";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Productos_de_cuidado_personal";"Metil_triclosan";"1";"4";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfapiridina";"0.040260504";"0.134201681";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfadiazina";"0.127005076";"0.423350254";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfatiazol";"0.013739558";"0.045798526";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfamerazina";"0.023156129";"0.077187097";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfametazina";"0.049032787";"0.163442623";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfametoxazol";"0.058764706";"0.195882353";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfadimetoxina";"0.036315789";"0.121052632";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
"2022";"Agosto";"Antibióticos_Sulfamidas";"Sulfaguanidina";"0.127005076";"0.423350254";"µg_kg";"ND";"ND";"ND";"ND";"-";"ND";"ND";"ND";"ND";"ND";"ND";"ND";"ND"
